salon_name,area,reviewer,rating,date,review_text
Roop Vatika,Main Shankar Road Rajender Nagar,NAIR,4,21 Jul 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,pradeep,5,19 Jul 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,NEHA,4,15 Jul 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Afsar Khan,5,13 Jul 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Geetanjali,4,01 Jul 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,NEHA,5,24 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Mr Singh,5,19 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,MANISH,5,17 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Harkesh,5,17 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,NEHA,5,11 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Aarti Arora,5,10 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,CHANDAN,5,09 May 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Karunafab,5,24 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Khushboo,4,16 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Ramneet,4,15 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Komal,5,14 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Sristi,2,14 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Isha mongia,5,12 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Pashmeen kaur,5,07 Apr 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Isha Monga,4,26 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Manu,5,18 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,hitesh arora,5,16 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,RAHUL,5,11 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,mauli,3,10 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,GURPREET,3,10 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,SHILPA,5,05 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Shagun sachdeva,5,04 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,AMARPREET SINGH,3,03 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Sherya,5,03 Mar 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,vinita jain,5,29 Feb 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,SHRINKHLA,5,27 Feb 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,JAGDEEP,4,13 Feb 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,ANKITA,2,05 Feb 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Resham,4,30 Jan 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,KOMAL MAKKER,5,13 Jan 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,RAMIT,2,06 Jan 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Astha,4,25 Dec 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,SUMEDHA AGGARWAL,5,24 Dec 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,Deepali,5,10 Dec 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,Sachin Tandon,5,12 Nov 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,Hemant,5,08 Nov 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,NIKITA,5,30 Oct 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,DEEPTI,5,01 Oct 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,NITIN,4,29 Aug 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,ANJU SONI,4,27 Aug 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,Jasleen,5,21 Aug 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,gagandeep kaur,5,17 Aug 2011,
Roop Vatika,Main Shankar Road Rajender Nagar,Avni,5,05 Jul 2011,
Mauve Story,Pitampura,niyati arora,1,26 Jul 2024,"I got a gown from them a month back. After wearing it for once , it got so many holes . All my money got wasted. The staff was extremely impolite and rude.  The fabric the gown had was old and poor quality.  We as customers who rarely buy party clothes are not aware of fabric and its quality, it is the store duty to ensure that the material is atleast of reasonable quality.  The staff was extremely impolite and they starting blaming me instead . Truly disappointed . Not recommended at all"
Mauve Story,Pitampura,Meeta Srivastava,1,15 Aug 2023,"``Stay away from Mauve Story! The clothes and accessories might look decent, but the staff is absolutely terrible. Rude, impolite, and downright unprofessional. I wouldn`t recommend this place to my worst enemy.`` (224 characters)   ``If you`re looking for a shopping experience that leaves you feeling insulted and belittled, Mauve Story is the perfect place for you! Their clothing and accessories might be okay, but their staff is beyond awful. Save yourself the"
Mauve Story,Pitampura,VANSH,5,20 Aug 2023,"We have been here for 4 -5 times. Awesome n designer unique dresses n the Staff here is very much sweet,  Especially @ Anshul . She has always been  very humble, polite n Cooperative with her ever smiling face. Very much happy to be happy customer"
Mauve Story,Pitampura,Madhu,0.5,04 Oct 2020,The worst store ever. I have ordered my sangeet gown from here. They have shown me some other piece and delivered some other piece. It was for 88k but dint worth 8.8k. They neither exchanged it nor returned it.
Mauve Story,Pitampura,Isha,5,06 Dec 2014,Excellent
Mauve Story,Pitampura,Shubham Gupta,3,02 Sep 2014,Good
Mauve Story,Pitampura,Neetu,5,12 Aug 2014,Excellent
Mauve Story,Pitampura,RAKHI SHARMA,4,15 Jun 2014,Very Good
Mauve Story,Pitampura,Saurabh Aggarwal,1,11 Sep 2023,
Mauve Story,Pitampura,md barkatulla,1,12 Jul 2024,
Mauve Story,Pitampura,Arsheen,5,28 Jul 2022,
Mauve Story,Pitampura,RAGHAV,5,12 Apr 2022,
Mauve Story,Pitampura,Ansh,3,05 Mar 2022,
Mauve Story,Pitampura,Garima Wadhwa,4,24 Jan 2022,
Mauve Story,Pitampura,surbhi jain,4,23 Jan 2021,
Mauve Story,Pitampura,AMRIT,4,11 Jan 2021,
Mauve Story,Pitampura,Reet,5,10 Dec 2019,
Mauve Story,Pitampura,VIKRAM,5,12 Nov 2019,
Mauve Story,Pitampura,KAVITA,5,10 Nov 2019,
Mauve Story,Pitampura,Mansi,4,06 Apr 2019,
Mauve Story,Pitampura,RITIKA,4,15 Dec 2018,
Mauve Story,Pitampura,Rajkumar,5,11 Nov 2018,
Mauve Story,Pitampura,Bharat kapoor,5,04 Nov 2018,
Mauve Story,Pitampura,SUNITA,4,20 Jul 2018,
Mauve Story,Pitampura,Ruchika,5,20 May 2018,
Mauve Story,Pitampura,Disha Sachdeva,5,18 Feb 2018,
Mauve Story,Pitampura,Divya,5,03 Feb 2018,
Mauve Story,Pitampura,Neha,4,30 Jan 2018,
Mauve Story,Pitampura,Neetu,4,31 Dec 2017,
Mauve Story,Pitampura,Preeti,5,19 Nov 2017,
Mauve Story,Pitampura,Verma,2,06 Oct 2017,
Mauve Story,Pitampura,Astha,5,12 Aug 2017,
Mauve Story,Pitampura,Raghav,3,24 Jul 2017,
Mauve Story,Pitampura,NIDHI,5,16 Jun 2017,
Mauve Story,Pitampura,Kanika,4,05 May 2017,
Mauve Story,Pitampura,Sunita goyal,5,29 Mar 2017,
Mauve Story,Pitampura,Palak,4,28 Mar 2017,
Mauve Story,Pitampura,Goyal,4,02 Feb 2017,
Mauve Story,Pitampura,Bhawana,2,14 Jan 2017,
Mauve Story,Pitampura,Rupam,4,14 Dec 2016,
Mauve Story,Pitampura,Chirag,4,08 May 2016,
Mauve Story,Pitampura,Somya,5,20 Apr 2016,
Mauve Story,Pitampura,jagmohan,5,01 Apr 2016,
Mauve Story,Pitampura,Vandana,3,06 Mar 2016,
Mauve Story,Pitampura,Somya,5,11 Feb 2016,
Mauve Story,Pitampura,Gagandeep,5,28 Jan 2016,
Mauve Story,Pitampura,Deepti,5,13 Jan 2016,
Mauve Story,Pitampura,ABHA,5,12 Jan 2016,
Mauve Story,Pitampura,vd,1,03 Jan 2016,
Mauve Story,Pitampura,Juhi gupta,5,15 Dec 2015,
Mauve Story,Pitampura,Rhythm Jain,2,28 Nov 2015,
Mauve Story,Pitampura,NITIN,4,07 Oct 2015,
Mauve Story,Pitampura,priya,5,09 Sep 2015,
Mauve Story,Pitampura,Richa,4,14 Jun 2014,
Mauve Story,Pitampura,Mita,5,02 May 2014,
Mauve Story,Pitampura,SANDEEP,5,01 May 2014,
Mauve Story,Pitampura,Ridhima,4,24 Apr 2014,
Mauve Story,Pitampura,Tapan,5,19 Apr 2014,
Mauve Story,Pitampura,VARUN,3,19 Apr 2014,
Mauve Story,Pitampura,Sapna,4,11 Apr 2014,
Mauve Story,Pitampura,Meenu singhal,5,29 Mar 2014,
Mauve Story,Pitampura,manvi,3,28 Mar 2014,
Mauve Story,Pitampura,S k aggarwal,4,13 Mar 2014,
Mauve Story,Pitampura,Chanchal,4,12 Mar 2014,
Mauve Story,Pitampura,Usha,4,01 Feb 2014,
Mauve Story,Pitampura,Abhishek Aggarwal,3,21 Jan 2014,
Mauve Story,Pitampura,Babita khurana,5,19 Jan 2014,
Mauve Story,Pitampura,Mehak,3,18 Jan 2014,
Mauve Story,Pitampura,Heena,4,09 Jan 2014,
Mauve Story,Pitampura,Ashima,5,04 Jan 2014,
Mauve Story,Pitampura,Shreya Dutt,5,31 Dec 2013,
Mauve Story,Pitampura,NEHA,5,27 Dec 2013,
Mauve Story,Pitampura,Kumar,3,22 Dec 2013,
Mauve Story,Pitampura,Tesha narula,5,21 Dec 2013,
Mauve Story,Pitampura,SUBHANI,5,16 Dec 2013,
Mauve Story,Pitampura,Ashu,4,15 Dec 2013,
Mauve Story,Pitampura,Sakshi,4,20 Nov 2013,
Mauve Story,Pitampura,Ayushi,4,13 Nov 2013,
Mauve Story,Pitampura,Amanpreet,4,07 Nov 2013,
Mauve Story,Pitampura,Pooja,5,02 Nov 2013,
Wedding Bells,Main Market Road Rajouri Garden,gaurav,0.5,19 Jan 2022,"Lady who handles, is very very ARROGANT. IF someone will wear some dress then there could be a chance that some decoration item can be damaged. Like in my case, 2-3 stars were damaged due to that she deducted 500 rupees and even she was talking very rudely."
Wedding Bells,Main Market Road Rajouri Garden,chandra shekhar,5,02 Mar 2023,Good experience Harsh
Wedding Bells,Main Market Road Rajouri Garden,Aayush Dhankhar,0.5,16 Feb 2022,"Worst, never buy."
Wedding Bells,Main Market Road Rajouri Garden,Deepika,5,06 Nov 2024,
Wedding Bells,Main Market Road Rajouri Garden,Mr Inderjeet,3,12 Sep 2025,
Wedding Bells,Main Market Road Rajouri Garden,ASHISH,5,24 May 2023,
Wedding Bells,Main Market Road Rajouri Garden,neelima sharma,0.5,24 Jun 2022,
Wedding Bells,Main Market Road Rajouri Garden,NISHA,5,21 Dec 2021,
Wedding Bells,Main Market Road Rajouri Garden,SHIVANI,4,18 Jan 2021,
Wedding Bells,Main Market Road Rajouri Garden,Rahul,5,03 Jan 2021,
Wedding Bells,Main Market Road Rajouri Garden,aarti,4.5,06 Feb 2019,
Wedding Bells,Main Market Road Rajouri Garden,AVTAR,1,05 Feb 2019,
Wedding Bells,Main Market Road Rajouri Garden,Preeti,4,11 Sep 2018,
Wedding Bells,Main Market Road Rajouri Garden,Srish,4.5,02 May 2018,
Wedding Bells,Main Market Road Rajouri Garden,VARUN,5,19 Apr 2018,
Wedding Bells,Main Market Road Rajouri Garden,Mini Gupta,5,03 Mar 2018,
Wedding Bells,Main Market Road Rajouri Garden,Ritika puri,3,11 Oct 2017,
Wedding Bells,Main Market Road Rajouri Garden,ASHISH,5,17 Jul 2017,
Wedding Bells,Main Market Road Rajouri Garden,Suresh,5,16 Mar 2017,
Wedding Bells,Main Market Road Rajouri Garden,REENA ARORA,1,05 Feb 2017,
Wedding Bells,Main Market Road Rajouri Garden,Jyoti,5,25 Jan 2017,
Wedding Bells,Main Market Road Rajouri Garden,Tarun,2,09 Jan 2017,
Wedding Bells,Main Market Road Rajouri Garden,RAHUL,5,25 Nov 2016,
Wedding Bells,Main Market Road Rajouri Garden,Suchi Mongia,4,25 Nov 2016,
Wedding Bells,Main Market Road Rajouri Garden,SURAJ,2,28 Jun 2016,
Wedding Bells,Main Market Road Rajouri Garden,Manish,3,21 Jun 2016,
Wedding Bells,Main Market Road Rajouri Garden,srishti arora,5,27 Jan 2016,
Wedding Bells,Main Market Road Rajouri Garden,Mansi,1,28 Dec 2015,
Wedding Bells,Main Market Road Rajouri Garden,varun,1,17 Dec 2015,
Wedding Bells,Main Market Road Rajouri Garden,Gaurav,5,17 Dec 2015,
Nirmal Lehenga House,Rohini Sector 7,Umesh Tomar,1,29 Oct 2024,Worst rent shop ever. I had very bad experience with them. They just know how to take money and they can`t provide service at all. Very high price and worst service.
Nirmal Lehenga House,Rohini Sector 7,priya arya,4.5,20 Sep 2021,"Staff were very calm and polite, they helped me choosing the best outfit. and I am really happy and feeling satisfied. Outfit was dry cleaned and fitting was proper."
Nirmal Lehenga House,Rohini Sector 7,Hitanshi,5,06 Mar 2024,Beautiful lehanga with perfect finishing and fitting✨
Nirmal Lehenga House,Rohini Sector 7,charu,5,27 Sep 2020,Beautiful lehanga I got from this shop.
Nirmal Lehenga House,Rohini Sector 7,vipin,5,18 Feb 2024,Excellent service 😊
Nirmal Lehenga House,Rohini Sector 7,Astha,5,29 Nov 2022,Excellent service
Nirmal Lehenga House,Rohini Sector 7,madhu goel,1,05 Oct 2025,
Nirmal Lehenga House,Rohini Sector 7,User,4,10 May 2026,
Nirmal Lehenga House,Rohini Sector 7,User,1,08 Feb 2026,
Nirmal Lehenga House,Rohini Sector 7,VIKRAM,4,01 Feb 2026,
Nirmal Lehenga House,Rohini Sector 7,AZIM,5,11 Jan 2026,
Nirmal Lehenga House,Rohini Sector 7,TAPPAN,5,10 Jan 2026,
Nirmal Lehenga House,Rohini Sector 7,nirmala,5,01 Jan 2026,
Nirmal Lehenga House,Rohini Sector 7,Sam,5,14 Oct 2025,
Nirmal Lehenga House,Rohini Sector 7,shikib shikh,5,25 Mar 2025,
Nirmal Lehenga House,Rohini Sector 7,VAIBHAV,5,29 Jan 2025,
Nirmal Lehenga House,Rohini Sector 7,LALIT,5,03 Dec 2024,
Nirmal Lehenga House,Rohini Sector 7,kapil choudhary,1,07 Nov 2024,
Nirmal Lehenga House,Rohini Sector 7,Akasa Finance,5,12 Oct 2024,
Nirmal Lehenga House,Rohini Sector 7,Rajni,5,12 Sep 2024,
Nirmal Lehenga House,Rohini Sector 7,JYOTI SHARMA,1,02 Jun 2024,
Nirmal Lehenga House,Rohini Sector 7,Kanika Chawla,5,19 Mar 2024,
Nirmal Lehenga House,Rohini Sector 7,Satinder,4,07 Feb 2024,
Nirmal Lehenga House,Rohini Sector 7,AK,4,22 Feb 2023,
Nirmal Lehenga House,Rohini Sector 7,SUSHIL GAUTAM,3,08 Jan 2023,
Nirmal Lehenga House,Rohini Sector 7,GRACY,5,23 Dec 2022,
Nirmal Lehenga House,Rohini Sector 7,Bhawna,3.5,04 Dec 2022,
Nirmal Lehenga House,Rohini Sector 7,Bhanu,4.5,07 Jun 2022,
Nirmal Lehenga House,Rohini Sector 7,Neha,4.5,18 Aug 2021,
Kala Shree,Gurudwara Road Karol Bagh,Heena Da,5,12 Jun 2024,"Kala Shree offers a fantastic range of clothing and accessories that are true to size and in stock. The polite and helpful staff ensure a good fitting, and the management is top-notch. Plus, there are discounts available, making it an excellent choice for all your fashion needs."
Kala Shree,Gurudwara Road Karol Bagh,Shweta,5,06 May 2018,"Wow I really had a gr8 experience with them .... bought my wedding lehenga and dresses was really satisfied,  quality things at best prices. Just loved the outfits over there . Its a one stop shop for the bridal wears , a must visit shop."
Kala Shree,Gurudwara Road Karol Bagh,Mansi,4,27 Feb 2023,Kala shree is a popular name for party wear stuff in Karol Bagh.. they have really great range and variety of all party wear clothing and bridal collections.. you can even buy daaj and vari material from them as well.. once you visits them you will love the designs..Moreover their staff is very nice.. recommended
Kala Shree,Gurudwara Road Karol Bagh,Neha,0.5,20 Dec 2017,"Really disappointing, we had gone there for a wedding lehanga. The first time we went there, they made us wait for an hour and then when we said we getting late, they started showing us stuff. We hardly spent 15-20 minutes that day because we were already late. Next time we had gone to this shop in morning assuming they will have time, they showed us some 5-6 lehangas. The staff had a lot of attitude and they were really proud of stealing the designs of known designers. We shortlisted one lehanga thinking we will check a few more and then may be come back if this is the best option. The next day we went there and asked for just that shortlisted one, the shop owner (a chubby guy with specs) said I will only entertain you if you are willing to pay and place the order. He was really rude and kept saying we only entertain our regular customers. We are not interested in retail, we left the place without much argument because I imagine the follow-up service will be equally bad. Who shouts at their customers, I believe for a wedding lehanga, the bride deserves atleast a second look before making her decision of a purchase close to 1 lakh. NOT RECOMMENDED AT ALL. Pay 5-7K more at a know shop so that you are sure your wedding lehanga and your mood is not ruined."
Kala Shree,Gurudwara Road Karol Bagh,Prity Gupta,5,16 Sep 2015,Awesome
Kala Shree,Gurudwara Road Karol Bagh,Raju datar,5,14 Dec 2014,Excellent
Kala Shree,Gurudwara Road Karol Bagh,NILA TALWAR,4.5,03 Nov 2022,
Kala Shree,Gurudwara Road Karol Bagh,Shivani,5,21 Oct 2020,
Kala Shree,Gurudwara Road Karol Bagh,Pankajkumar,5,25 Jan 2020,
Kala Shree,Gurudwara Road Karol Bagh,Meenakshi,5,13 Apr 2019,
Kala Shree,Gurudwara Road Karol Bagh,nikita,5,05 Nov 2017,
Kala Shree,Gurudwara Road Karol Bagh,ARORA,4,21 May 2017,
Kala Shree,Gurudwara Road Karol Bagh,Juhi,3.5,15 Sep 2016,
Kala Shree,Gurudwara Road Karol Bagh,Nupur,4,29 Mar 2016,
Kala Shree,Gurudwara Road Karol Bagh,DEEPALI,5,01 Nov 2015,
Kala Shree,Gurudwara Road Karol Bagh,Aruna arora,5,19 Sep 2015,
Kala Shree,Gurudwara Road Karol Bagh,Jagdish,5,01 Aug 2015,
Kala Shree,Gurudwara Road Karol Bagh,Reema,5,24 Jan 2014,
Kala Shree,Gurudwara Road Karol Bagh,Tushar aggarwal,5,06 Dec 2013,
Kala Shree,Gurudwara Road Karol Bagh,Sugandha,2,02 Dec 2013,
Kala Shree,Gurudwara Road Karol Bagh,jasleen,4,28 Nov 2013,
Kala Shree,Gurudwara Road Karol Bagh,sahil,1,28 Nov 2013,
Kala Shree,Gurudwara Road Karol Bagh,Kuldeep,5,27 Nov 2013,
Kala Shree,Gurudwara Road Karol Bagh,KRITI,3,10 Oct 2013,
Kala Shree,Gurudwara Road Karol Bagh,Reena,4,05 Oct 2013,
Kala Shree,Gurudwara Road Karol Bagh,TARIMA,3,12 Sep 2012,
Kala Shree,Gurudwara Road Karol Bagh,LATA,5,14 Apr 2012,
Kala Shree,Gurudwara Road Karol Bagh,SETHI,4,24 Feb 2012,
Kala Shree,Gurudwara Road Karol Bagh,PARUL ARORA,5,27 Nov 2011,
Kala Shree,Gurudwara Road Karol Bagh,DEEPAK,5,13 Oct 2011,
Kala Shree,Gurudwara Road Karol Bagh,B s sirohi,3,13 Dec 2010,
Kala Shree,Gurudwara Road Karol Bagh,MINAL,3,07 Dec 2010,
Kala Shree,Gurudwara Road Karol Bagh,PREETI,5,14 Oct 2010,
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,pracchi,2,30 Apr 2025,"Had a *very bad experience* here. I went with my family to check out lehengas for my *wedding*, and one of the staff members — a boy with glasses — was *extremely rude*. I took a picture of a lehenga without knowing it`s not allowed (I`m new to Delhi and wasn`t aware of this Chandni Chowk rule), and instead of politely informing me, he *fought with me in front of my family*. It was humiliating and completely uncalled for.   To make it worse, the collection isn`t even that great — definitely not worth the hype. The entire experience was upsetting, and I *highly do not recommend* this place, especially for something as special as wedding shopping"
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,srishti,1,31 Mar 2025,"I recently visited this shop at Chandi Chowk with my parents who have problem in climbing up the stairs. Requested their staff to show some stuff downstairs they said no very rudely . When I told I will give reviews ., they said yes do write.    that`s how they treat senior citizen. Rude behaviour"
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Ansh,1,04 Aug 2024,Sudhir Bhai Saree Wala has terrible management. The customer service is non-existent and the quality of the products is subpar. Don`t waste your time and money here.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Shivani,0.5,12 Jan 2019,Visited sudhir bhai yesterday. He is very sweet while taking money but their after sales services are ridiculous. The color of my bridal lehenga was changed without my consent. When I complained about the color the owner and the staff didn't agreed. They have some serious attitude problems. Doesn't know how to deal with their customers. After waiting for more than 2 months I took the refund and went to Kamal bhai saree sangam. Mr. kamal is very polite and humble person. He delivered my dream dress with perfection in 10 days. I am really thankful to Kamal Uncle for saving me from such a big hassle. Cheers for him.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Minu Anand,4.5,25 Jun 2018,"Excellent collection of fabulous, latest, trendy lehengas, dresses and sarees. Truly appreciate and admire their good service, friendly staff so abrupt and quick. Will always visit the showroom whenever need to. Best of luck and highly recommend."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Khyati,0.5,15 Jan 2018,"The Outfit I purchased was delayed by more then 25 days i had to go there 3 times. The color of my lehenga which was my bridal wear. They don't understand it's a dream dress. Also, the finishing was not up to the mark as compared to the sample they showed me. Since, I had paid most of the amount so I was struck and was unable to purchase my dream outfit from some where else. I won't recommend anyone to go over there as they will waste your dream dress."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Pooja,0.5,09 Jan 2018,Worst experience. They respect customer who buy sarees for above 50k. They will only respect celebrities and people buying sarees at high rates. They won't even provide chairs to sit. Salesman were very rude. No much collections for sarees below 40k... Also the saree prices are too high. You can buy the same saree in other shops at relatively less amount..... Please don't encourage such shops only for name and brand.......Think and shop wisely. Thanks
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Anu,0.5,02 Jan 2018,"Initially when I entered the shop I got very angry looking at the quality and the variety. I bought a designer suit which was crushed and they assured me that before packing the stuff they will get it ironed. I had to leave my dress for alteration for which they charged 2500 ( a patch of cloth to be added in the back). They talked as if they are charging a small amount. Anyway I came again for collection. It was even more crushed than it was on the 1st day. I asked to get it ironed. They started making excuses, sick excuses I must say. They told me the dress will look bad with ironing. I argued with them and pleaded badly to get it ironed. Eventually it got ironed. When they finally put it in the packet, the bottom and dupatta were missing. They told me that I took them with myself on the first day only without even checking. Finally after enough arguments, I got all the stuffs for which I paid on day one only. They will behave properly till the time they got the money after that they will simply erase everything from their memory. It was really pathetic and unhelping."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,RATNESH,0.5,02 Jan 2018,"Initially when I entered the shop I got pissed looking at the quality and the variety. I bought a designer suit which was crushed and they assured me that before packing the stuff they will get it ironed. I had to leave my dress for alteration for which they charged 2500 ( a patch of cloth to be added in the back). They talked as if they are charging a small amount. Anyway I came again for collection. It was even more crushed than it was on the 1st day. I asked to get it ironed. They started making excuses, stupid excuses I must say. They told me the dress will look bad with ironing. I argued with them and pleaded badly to get it ironed. Eventually it got ironed. When they finally put it in the packet, the bottom and dupatta were missing. They told me that I took them with myself on the first day only without even checking. Finally after enough arguments, I got all the stuffs for which I paid on day one only. They will behave properly till the time they got the money after that they will simply erase everything from their memory. It was really pathetic and unhelping."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sneha,0.5,30 Nov 2017,"Heights of arrogance, I had to quickly buy a Lehenga hence went to this store but was perturbed by the attitude of the people here. Owner is extremely arrogant too and had to go to the store 5 times for follow up. Will suggest to choose another place."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Rajni Hooda,0.5,30 Nov 2017,"Everything about them is worst, there promises are fake and doesn't believe in delivering what they show. The owner is also very rude and arrogant and the staff are not at all well mannered. Yhey show unnecessary attitude to their customers. This place is full of negative vibes, will never go there."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,LAKSHAY,0.5,11 Nov 2017,Even single star is more for them.. Pathetic service 4 days delay to as mentioned on bill. Lehenga stitching and finishing very bad.Highly unrecommended save your money and time and strictly don't go there.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Meera,0.5,10 Nov 2017,"Very cheap shop with arrogant staff and management,they cheat by all means in terms of low quality fabric and very high pricing"
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Deepak kumar,0.5,01 Nov 2017,"Extremely bad service, rude behavior and arrogant staff and would never ever go there. Overall wastage of time and money. Disappointed."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Nikhil,0.5,31 Oct 2017,"They do not deliver what they display. They deliver false garment which is very low in quality, also once you pay them the amount, no matter how small or big the amount is, they do not pick your calls and doesn't revert. Not at all well behaved staff."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,SUMAN KAPILA,0.5,30 Oct 2017,The owner is very rude and arrogant as well as the staff. Once they take advance they dont treat you in good manner.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,satya,0.5,22 Oct 2017,"Wastage of time n money took a bridal lehenga they never showed d sample pc again n gave a lehnga which had very bad finish n colour was also changed.very low quality of work. I wasted my 97k as in good faith i had paid the full amount.while attending Mr.Hanu was there and while taking the delivery when i wish to speak to him,he never came to deal with my problem,rather he sent his father Mr.Sudhir in front who is a very sweet talker but never refunded my money. Finally had to take that lehenga they ruined my whole wedding,for them it was just a dress but they literally MADE ME CRY! NOT RECOMMEND ANYONE TO GO TO SUDHIR BHAI SAREE WALA,KATRA SHARFI."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Paul,1,06 Apr 2015,"I visited both the brothers Sudhir bhai and Kamal bhai,but the variety and rates are much better at kamal bhai."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,puneet,5,04 Apr 2013,Excellent collection. We are shopping from this shop since past 12 years for all our family weddings.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,YOGESH,1,26 Jan 2020,Not worth going to sudheer bhai.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Uruj Mirza,4.5,20 Feb 2018,It is always an amazing experience buying dresses from Sudhir bhai sari wala
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,DK GUPTA,0.5,22 Oct 2017,"Disgusting experience,had the worst time.bad services."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,shreya,1,04 Oct 2014,"Very bad experience, collection is very average and prices too high."
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Satnam,1,05 Apr 2021,Poor after sale service.
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Poonam,5,20 Feb 2018,Nice Collection
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,sharanya rao,0.5,29 Aug 2017,Worst customer service!
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,NAMIT,5,22 Jan 2015,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Priya,3,13 Jan 2015,Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Gautam,5,17 Dec 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Narula,5,03 Dec 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,ISHITA OSWAL,4,01 Dec 2014,Very Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Prerna,5,29 Nov 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Swati junea,5,26 Nov 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Sujata,5,22 Nov 2014,Excellent
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Tyagi,3,08 Nov 2014,Good
Sudhir Bhai Saree Wala,Main Road Chandni Chowk,Lokesh,5,28 Oct 2014,Excellent
