salon_name,area,reviewer,rating,date,review_text
Roop Vatika,Main Shankar Road Rajender Nagar,Nikunj mehra,4,26 Oct 2014,Very Good
Roop Vatika,Main Shankar Road Rajender Nagar,Ravi,5,25 Oct 2014,Excellent
Roop Vatika,Main Shankar Road Rajender Nagar,Ekta khanna,5,23 Oct 2014,Excellent
Roop Vatika,Main Shankar Road Rajender Nagar,Ria,3,14 Oct 2014,Good
Roop Vatika,Main Shankar Road Rajender Nagar,Kavita,4,12 Oct 2014,Very Good
Roop Vatika,Main Shankar Road Rajender Nagar,Nupur,4,10 Oct 2014,Very Good
Roop Vatika,Main Shankar Road Rajender Nagar,Tanu,4,22 Aug 2014,Very Good
Roop Vatika,Main Shankar Road Rajender Nagar,Aditya,1,19 Jun 2014,Poor
Roop Vatika,Main Shankar Road Rajender Nagar,Rajveer Singh Kishnawat,5,10 Jun 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,User,4,02 Nov 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,Caller,5,28 Oct 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,weaving palace,5,13 Oct 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,Sartaj,5,06 Oct 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,MAMTA,3,01 Oct 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,Anuj kumar,4,25 Sep 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,Amit Kumar,4,25 Jul 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,sumbul,0.5,22 Jul 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,Avi,4,09 May 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,prakash,4.5,05 Apr 2025,
Roop Vatika,Main Shankar Road Rajender Nagar,shweta jha,3,11 Dec 2024,
Roop Vatika,Main Shankar Road Rajender Nagar,Chandrpal singh,4,30 Jul 2024,
Roop Vatika,Main Shankar Road Rajender Nagar,charanjit Kaur,3,13 Jul 2024,
Roop Vatika,Main Shankar Road Rajender Nagar,User,4,13 Apr 2024,
Roop Vatika,Main Shankar Road Rajender Nagar,Ramesh,3,22 Mar 2024,
Roop Vatika,Main Shankar Road Rajender Nagar,Ashish Sarode,1,21 Sep 2023,
Roop Vatika,Main Shankar Road Rajender Nagar,Arun yadav,5,06 Sep 2023,
Roop Vatika,Main Shankar Road Rajender Nagar,R S,4,27 Jun 2023,
Roop Vatika,Main Shankar Road Rajender Nagar,Savita,1,26 May 2023,
Roop Vatika,Main Shankar Road Rajender Nagar,Malika,5,21 Dec 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,manpreet sigh,3,13 Nov 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Sanjeev arora,5,13 Nov 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Neha,4,02 Nov 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,SHWETA,5,01 Nov 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Simmi chopra,5,19 Oct 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Kapoor,5,11 Jul 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Caller,1.5,06 Jun 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Rita goel,5,02 Mar 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Sudha sagar,5,24 Jan 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,Ritika,5,17 Jan 2022,
Roop Vatika,Main Shankar Road Rajender Nagar,RITU,5,15 Sep 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,shazi,1,29 Aug 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,Sk Nazimudiin Ali,4.5,03 Jun 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,Hema,5,28 Feb 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,Anita Gulati,5,07 Feb 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,Rita,5,02 Feb 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,Avesh,5,05 Jan 2021,
Roop Vatika,Main Shankar Road Rajender Nagar,Agarwal,5,20 Nov 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Mani,5,17 Jul 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Madhur,5,07 Jul 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Kamal bhasin,3,19 Feb 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Lajpat Rai,5,06 Feb 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Chawla,5,05 Feb 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Mohit,3,19 Jan 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Vivek,4.5,16 Jan 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Himangi,4,05 Jan 2020,
Roop Vatika,Main Shankar Road Rajender Nagar,Gupta,4,18 Nov 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,Vishal,5,09 Sep 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,Veena,5,01 Feb 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,Amita Dua,5,19 Jan 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,Neelam Awal,4,16 Jan 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,SANJAY,3,09 Jan 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,Pooja,3,02 Jan 2019,
Roop Vatika,Main Shankar Road Rajender Nagar,SUMIT,0.5,08 Dec 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,SAVITA,3.5,13 Oct 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,KHANDEKAR,1,29 Sep 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Sunanda,4,31 Aug 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,dolly,4.5,30 Jul 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Ashu,2,17 Jul 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Vijay Kumar Bahl,5,16 Jul 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Richa,4,28 Jun 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,I N SHARMA,5,19 May 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,kanika malhotra,4,09 Apr 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Parveen Bansal,5,10 Mar 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Puneet,4,24 Feb 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,gurveen chhabra,5,21 Feb 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Shraddha,3,19 Feb 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Teena,5,15 Feb 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,SUNIL,3,04 Feb 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Manik,5,18 Jan 2018,
Roop Vatika,Main Shankar Road Rajender Nagar,Al qamar,5,15 Sep 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Anjali,5,31 Jul 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,ANKUSH,3,25 Jul 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,gaurav Gulati,5,28 Jun 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Charanjeet Kaur,4.5,13 Apr 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Naveen,5,12 Apr 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Gambhir,5,03 Apr 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Zahid,0.5,15 Mar 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Nancy,4,04 Mar 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Sarita,5,04 Feb 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,Saloni,4,24 Jan 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,mukesh Kumar,5,24 Jan 2017,
Roop Vatika,Main Shankar Road Rajender Nagar,deepika baweja,4,30 Dec 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Monica,5,20 Dec 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Sahil Gupta,2,17 Nov 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,HIMANSHU,5,26 Oct 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Adity,5,24 Oct 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,RUPA,5,11 Oct 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,HARVINDER,0.5,16 Aug 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Geetanjali,3.5,11 Aug 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,TANYA,5,02 Aug 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Ishant,5,12 Jul 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,SETHI,5,08 Jul 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Rashvene,5,28 Jun 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Alpana,5,17 Jun 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Mukesh,4,15 Mar 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Jyoti Sharma,3,06 Mar 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Praveen narang,4,15 Feb 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,pratha,2,13 Feb 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Khandelwal,4,22 Jan 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Priya,4,18 Jan 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Sonali,5,14 Jan 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Gatima A,5,13 Jan 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Swati aggarwal,4,09 Jan 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Gauri behl,4,07 Jan 2016,
Roop Vatika,Main Shankar Road Rajender Nagar,Renu,2,31 Dec 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Rashi,2,30 Dec 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Kiranpreet,5,09 Dec 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Neena jain,5,02 Dec 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Jyotika,3,30 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Kanika,4,30 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Preeti,4,28 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Honey,5,27 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Riya,5,17 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,meenu Aggartw,4,17 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,keshav,5,11 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Geetanjali,4,07 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,SAHIL,5,02 Nov 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Tanya,3,20 Oct 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,R l madan,3,07 Oct 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Suchita,5,06 Oct 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,KAJAL GOEL,5,06 Oct 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Neha,3,02 Oct 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Mohit,5,19 Sep 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Ashok,1,01 Sep 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Jasmine Kaur,4,27 Aug 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Paul,5,23 Aug 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Isha,4,07 Aug 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Rimi,4,15 Jul 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Rajneet,4,01 Jul 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Samta Khullar Hinduja,3,26 Jun 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,PRIYANKA,4,23 Jun 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Mahek Sehgal,5,08 Jun 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Ashima,2,24 Apr 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Sakshi,5,13 Apr 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Ritika,5,20 Mar 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Radhika,5,07 Mar 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Mohit,5,05 Mar 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,SHALU,3,26 Feb 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,SONIA,3,10 Feb 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,MAMTA,3,06 Feb 2015,
Roop Vatika,Main Shankar Road Rajender Nagar,Tabassum,3,06 Oct 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,NEETI GUPTA,4,04 Oct 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Chopra,4,12 Sep 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,ABHINAV Solanki,3,04 Sep 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,MEHAK,5,30 Aug 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Preeti,3,25 Aug 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Surbhi,4,19 Aug 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,SUPREET,5,13 Aug 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,AANCHAL,3,06 Aug 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Shikha,3,03 Aug 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Vivek,4,31 Jul 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Shilpa Popli,4,28 Jul 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Kanika,5,18 Jul 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Vikas,4,17 Jul 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Harpreet,5,16 Jul 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Gupta,4,26 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Prisha Gugnani,4,23 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Ritu Dhingra,5,22 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Amit,3,20 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Isha katariya,5,20 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Sandeep,3,17 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Priyanka sethi,5,05 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,RGHAV,5,05 Jun 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Priyanka,4,25 May 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Vivek,4,23 May 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Sumit,4,20 May 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Pranay,4,14 May 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Nupur,5,10 May 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Batra,5,04 May 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Shelly Kerval,4,26 Apr 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Ms Khurana,2,25 Apr 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Manmeet,5,22 Apr 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Pushpender,5,12 Apr 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Bhardwaj,4,03 Apr 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,KANIKA,1,03 Apr 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Kamal,5,31 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,PUSHKAR,2,27 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,SONI,5,24 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Sakhi,4,20 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Sunika,5,18 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Saurabh Sahni,4,14 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,RUPALI KOCHAR,4,14 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,kiki,5,06 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,PARVEZ KURESHI,3,05 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Ramita,4,02 Mar 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Neha,4,28 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Sachdeva,3,25 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,VARUN,1,24 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Nidhi,2,23 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Ritu,5,21 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Rajat Khurana,4,20 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Priya,5,14 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,SONU,5,14 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Krity,5,11 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Sangeeta,4,09 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,sana jain,4,05 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Pooja,4,02 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Nitika Wadhwa,4,01 Feb 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,R K ALLAHABAD,5,31 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,APARNA,3,30 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,SAMRIDHI,5,28 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,DIVYANSHU,4,28 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,dheeraj,5,15 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,AYUSHI,4,14 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Vipin Chauhan,5,13 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Amit,4,10 Jan 2014,
Roop Vatika,Main Shankar Road Rajender Nagar,Jayanti,5,30 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,AKUL,3,25 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,SHAHSI,2,23 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Anu,5,17 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Pooja,4,17 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Isha,5,15 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Shyam goel,5,14 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ankush,4,09 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,RICHA,4,03 Dec 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Singh,3,27 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Pallav,4,22 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Rinku,5,18 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Pooja,4,16 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Gaurav,4,15 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Bhatia,5,05 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,RAWAL,3,04 Nov 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,kanika,4,30 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,roop vatika,5,25 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,SOMYA SHARMA,4,19 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,POONAM,5,16 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Vandana,5,13 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Shelly,3,12 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Praveen,5,11 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Shubhi,5,07 Oct 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ankit,5,28 Sep 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Anita,2,18 Sep 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,TANUJ,5,15 Sep 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Yogita,5,13 Sep 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Pramod,3,08 Sep 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Gurleen,5,07 Sep 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,GAYATRI,4,30 Aug 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Anju,3,28 Aug 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ankur,5,21 Aug 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,pallak Kapoor,4,19 Aug 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Arti,3,17 Aug 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Simran,2,13 Aug 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,BHATIA,4,23 Jul 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,KHAN,4,21 Jul 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,divya,5,07 Jul 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Shilpi chawla,4,01 Jul 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ruchi,4,30 Jun 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Neha,4,21 Jun 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Nitin,5,08 Jun 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Chawla,5,31 May 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Priyanka,4,26 May 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,HARPREET,5,12 May 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ekta,5,07 May 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,MONICA,4,26 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,PALLAVI,1,25 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,nishu Bhatia,5,20 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,NIDHI DUA,5,19 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,isha,4,14 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,KIMI,4,10 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ritika,4,10 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Pankaj sharma,4,08 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Ashimi,5,07 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,NARANG,3,03 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,JYOTI,1,03 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Mohini Goyal,5,31 Mar 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Amita,3,29 Mar 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Shalini,5,09 Mar 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,SAKSHI,4,09 Mar 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,RISHAB,4,09 Mar 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,NIKITA,5,08 Mar 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Nanda,1,05 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Bhavna,5,26 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Rashmi,3,21 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,MONIKA,4,20 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Anu nagpal,4,05 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Chawla,5,08 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,SHIV,3,06 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Daizy,5,04 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Anshu,5,03 Feb 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,ANJALI,4,06 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,shelly chopra,5,18 Jan 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,swati kataria,5,09 Jan 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Anisha Bhasin,4,08 Jan 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Kanika,5,05 Jan 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,SAKSHI,4,04 Jan 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Khanna,5,03 Jan 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,Deepika,4,11 Apr 2013,
Roop Vatika,Main Shankar Road Rajender Nagar,TANYA,5,17 Dec 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Soni,5,13 Dec 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Jyoti,4,24 Nov 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,MEHAK,5,19 Nov 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Sana,3,04 Nov 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Gaurav,3,04 Nov 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Vivek Rajput,1,26 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Romit,1,26 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,ISHA,4,24 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,DEEPIKA,3,23 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,NITIN,5,14 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Nisha,5,06 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,KANIKA,5,02 Oct 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Tanmay,4,30 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Satish,3,15 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Akshuta,5,11 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,PRIYA,4,07 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Narula,4,07 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,SHIVAM,5,03 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,MANSHA,1,03 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Suman,4,03 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Deepika,5,01 Sep 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,SONAM,5,26 Aug 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Natasha,5,20 Aug 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Megha,3,20 Aug 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,NISHA,2,16 Aug 2012,
Roop Vatika,Main Shankar Road Rajender Nagar,Zoobi,5,28 Jul 2012,
